HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Name Synonyms	Accession Numbers	Gene Family Tag	UniProt ID(supplied by UniProt)
HGNC:39063	AK3P4	adenylate kinase 3 pseudogene 4						
HGNC:39064	AK3P5	adenylate kinase 3 pseudogene 5						
HGNC:39065	AK3P6	adenylate kinase 3 pseudogene 6						
HGNC:39066	AK4P2	adenylate kinase 4 pseudogene 2						
HGNC:39067	AK4P4	adenylate kinase 4 pseudogene 4						
HGNC:39068	AK4P5	adenylate kinase 4 pseudogene 5						
HGNC:39069	AK4P6	adenylate kinase 4 pseudogene 6						
HGNC:3907	FRA5C	fragile site, aphidicolin type, common, fra(5)(q31.1)						
HGNC:39070	API5P2	API5 pseudogene 2						
HGNC:39073	BCRP1	breakpoint cluster region pseudogene 1		BCR-1				
HGNC:39074	BCRP6	breakpoint cluster region pseudogene 6						
HGNC:39075	BCRP7	breakpoint cluster region pseudogene 7						
HGNC:39076	BCRP8	breakpoint cluster region pseudogene 8						
HGNC:39077	FLVCR1-AS1	FLVCR1 antisense RNA 1 (head to head)	NCRNA00292	LQK1			LNCRNA, ANTISENSE	Q8TAF5
HGNC:39078	LINC00293	long intergenic non-protein coding RNA 293	NCRNA00293	BEYLA		AK097475	LNCRNA, INTERGENIC	
HGNC:39079	ESRG	embryonic stem cell related (non-protein coding)		HESRG	"human embryonic stem cell related gene"		LNCRNA, ANTISENSE	
HGNC:3908	FRA5D	fragile site, aphidicolin type, common, fra(5)(q15)						
HGNC:39080	KCNJ18	potassium inwardly-rectifying channel, subfamily J, member 18		KIR2.6, TTPP2			KCN, KCNJ	B7U540
HGNC:39081	FMR1-AS1	FMR1 antisense RNA 1	FMR1AS, FMR1-AS	ASFMR1, FMR4	"antisense fragile X mental retardation protein"		LNCRNA, ANTISENSE	
HGNC:39083	COX5BP8	cytochrome c oxidase subunit Vb pseudogene 8						
HGNC:39084	CTSL1P8	cathepsin L1 pseudogene 8						
HGNC:39085	FDPSP8	farnesyl diphosphate synthase pseudogene 8						
HGNC:39086	FDPSP9	farnesyl diphosphate synthase pseudogene 9						
HGNC:39087	FDPSP10	farnesyl diphosphate synthase pseudogene 10						
HGNC:39088	FTH1P6	ferritin, heavy polypeptide 1 pseudogene 6						
HGNC:39089	FTH1P9	ferritin, heavy polypeptide 1 pseudogene 9						
HGNC:3909	FRA5E	fragile site, aphidicolin type, common, fra(5)(p14)						
HGNC:39090	FTH1P14	ferritin, heavy polypeptide 1 pseudogene 14						
HGNC:39091	FTH1P27	ferritin, heavy polypeptide 1 pseudogene 27						
HGNC:39092	GTF2F2P2	general transcription factor IIF, polypeptide 2 pseudogene 2						
HGNC:39093	HMGA1P4	high mobility group AT-hook 1 pseudogene 4					HMGA1P	
HGNC:39096	HMGB1P7	high mobility group box 1 pseudogene 7					HMGBP	
HGNC:39097	HMGB1P15	high mobility group box 1 pseudogene 15					HMGBP	
HGNC:39098	HMGB1P16	high mobility group box 1 pseudogene 16					HMGBP	
HGNC:39099	HMGB1P17	high mobility group box 1 pseudogene 17					HMGBP	
HGNC:391	AKT1	v-akt murine thymoma viral oncogene homolog 1		RAC, PKB, PRKBA, AKT		M63167	PLEKH	P31749
HGNC:3910	FRA5F	fragile site, aphidicolin type, common, fra(5)(q21)						
HGNC:39100	HMGB1P18	high mobility group box 1 pseudogene 18					HMGBP	
HGNC:39101	HMGB1P19	high mobility group box 1 pseudogene 19					HMGBP	
HGNC:39102	HMGB3P3	high mobility group box 3 pseudogene 3					HMGBP	
HGNC:39103	HMGB1P20	high mobility group box 1 pseudogene 20					HMGBP	
HGNC:39104	HMGB3P4	high mobility group box 3 pseudogene 4					HMGBP	
HGNC:39105	HMGB3P5	high mobility group box 3 pseudogene 5					HMGBP	
HGNC:39106	HMGB1P21	high mobility group box 1 pseudogene 21					HMGBP	
HGNC:39107	HMGB1P22	high mobility group box 1 pseudogene 22					HMGBP	
HGNC:39108	ERVK3-3	endogenous retrovirus group K3, member 3		HML6-c5		FR714893		
HGNC:39109	ERVK3-4	endogenous retrovirus group K3, member 4		HML6-c11		FR714894		
HGNC:3911	FRA5G	fragile site, folic acid type, rare, fra(5)(q35)						
HGNC:39110	ERVK3-5	endogenous retrovirus group K3, member 5		HML6-c12		FR714895		
HGNC:39111	ERVK3-6	endogenous retrovirus group K3, member 6		HML6-c19A		FR714896		
HGNC:39112	ERVK3-7	endogenous retrovirus group K3, member 7		HML6-c19B		FR714897		
HGNC:39113	ERVK3-8	endogenous retrovirus group K3, member 8				FR714898		
HGNC:39114	HMGB1P23	high mobility group box 1 pseudogene 23					HMGBP	
HGNC:39115	HMGB1P24	high mobility group box 1 pseudogene 24					HMGBP	
HGNC:39116	HMGB1P25	high mobility group box 1 pseudogene 25					HMGBP	
HGNC:39117	HMGB1P26	high mobility group box 1 pseudogene 26					HMGBP	
HGNC:39118	HMGB1P27	high mobility group box 1 pseudogene 27					HMGBP	
HGNC:39119	HMGB1P28	high mobility group box 1 pseudogene 28					HMGBP	
HGNC:3912	FRA6A	fragile site, folic acid type, rare, fra(6)(p23)						
HGNC:39120	HMGB1P29	high mobility group box 1 pseudogene 29					HMGBP	
HGNC:39121	HMGB1P30	high mobility group box 1 pseudogene 30					HMGBP	
HGNC:39122	HMGB1P31	high mobility group box 1 pseudogene 31					HMGBP	
HGNC:39123	HMGB1P32	high mobility group box 1 pseudogene 32					HMGBP	
HGNC:39124	HMGB1P33	high mobility group box 1 pseudogene 33					HMGBP	
HGNC:39125	PRSS58	protease, serine, 58		TRYX3	"trypsin X3"		PRSS	Q8IYP2
HGNC:39126	HNRNPA1P8	heterogeneous nuclear ribonucleoprotein A1 pseudogene 8						
HGNC:39127	HNRNPA1P9	heterogeneous nuclear ribonucleoprotein A1 pseudogene 9						
HGNC:39128	HNRNPA1P10	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10						
HGNC:39129	HNRNPA1P11	heterogeneous nuclear ribonucleoprotein A1 pseudogene 11						
HGNC:3913	FRA6B	fragile site, aphidicolin type, common, fra(6)(p25.1)						
HGNC:39130	HNRNPA1P12	heterogeneous nuclear ribonucleoprotein A1 pseudogene 12						
HGNC:39131	HNRNPA1P13	heterogeneous nuclear ribonucleoprotein A1 pseudogene 13						
HGNC:39132	HNRNPA1P14	heterogeneous nuclear ribonucleoprotein A1 pseudogene 14						
HGNC:39133	HNRNPA1P15	heterogeneous nuclear ribonucleoprotein A1 pseudogene 15						
HGNC:39134	HNRNPA1P16	heterogeneous nuclear ribonucleoprotein A1 pseudogene 16						
HGNC:39135	HNRNPA1P17	heterogeneous nuclear ribonucleoprotein A1 pseudogene 17						
HGNC:39136	LDHBP3	lactate dehydrogenase B pseudogene 3						
HGNC:39137	MEP1AP3	meprin A, alpha pseudogene 3						
HGNC:39138	MEP1AP4	meprin A, alpha pseudogene 4						
HGNC:3914	FRA6C	fragile site, aphidicolin type, common, fra(6)(p22.2)						
HGNC:39141	MLLT10P2	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 pseudogene 2						
HGNC:39144	PGDP2	phosphogluconate dehydrogenase pseudogene 2						
HGNC:39145	MRT17	mental retardation, non-syndromic, autosomal recessive, 17						
HGNC:39146	MRT5	mental retardation, non-syndromic, autosomal recessive, 5						
HGNC:39147	MRT8	mental retardation, non-syndromic, autosomal recessive, 8						
HGNC:39148	MRT9	mental retardation, non-syndromic, autosomal recessive, 9						
HGNC:39149	MRT10	mental retardation, non-syndromic, autosomal recessive, 10						
HGNC:3915	FRA6D	fragile site, BrdU type, common, fra(6)(q13)						
HGNC:39150	MRT11	mental retardation, non-syndromic, autosomal recessive, 11						
HGNC:39151	MRT12	mental retardation, non-syndromic, autosomal recessive, 12						
HGNC:39152	MRT18	mental retardation, non-syndromic, autosomal recessive, 18						
HGNC:39153	MRT19	mental retardation, non-syndromic, autosomal recessive, 19						
HGNC:39154	MRT20	mental retardation, non-syndromic, autosomal recessive, 20						
HGNC:39155	MRT21	mental retardation, non-syndromic, autosomal recessive, 21						
HGNC:39156	MRT22	mental retardation, non-syndromic, autosomal recessive, 22						
HGNC:39157	MRT23	mental retardation, non-syndromic, autosomal recessive, 23						
HGNC:39158	MRT24	mental retardation, non-syndromic, autosomal recessive, 24						
HGNC:39159	MRT25	mental retardation, non-syndromic, autosomal recessive, 25						
HGNC:3916	FRA6E	fragile site, aphidicolin type, common, fra(6)(q26)						
HGNC:39160	MRT26	mental retardation, non-syndromic, autosomal recessive, 26						
HGNC:39161	MRT27	mental retardation, non-syndromic, autosomal recessive, 27						
HGNC:39162	MRT28	mental retardation, non-syndromic, autosomal recessive, 28						
HGNC:39163	RIMKLBP2	ribosomal modification protein rimK-like family member B pseudogene 2						
HGNC:39164	SDCCAG3P2	serologically defined colon cancer antigen 3 pseudogene 2						
HGNC:39166	TPM3P3	tropomyosin 3 pseudogene 3						
HGNC:39167	TPM3P4	tropomyosin 3 pseudogene 4						
HGNC:39168	TPM3P5	tropomyosin 3 pseudogene 5						
HGNC:39169	TPM3P6	tropomyosin 3 pseudogene 6						
HGNC:3917	FRA6F	fragile site, aphidicolin type, common, fra(6)(q21)						
HGNC:39170	TPM3P7	tropomyosin 3 pseudogene 7						
HGNC:39171	TPM3P8	tropomyosin 3 pseudogene 8						
HGNC:39172	UQCRFS1P2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2						
HGNC:39173	UQCRFS1P3	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3						
HGNC:39174	HMGB2P1	high mobility group box 2 pseudogene 1					HMGBP	
HGNC:39175	HMGB1P35	high mobility group box 1 pseudogene 35					HMGBP	
HGNC:39176	HMGB1P36	high mobility group box 1 pseudogene 36					HMGBP	
HGNC:39177	CCNG1P1	cyclin G1 pseudogene 1						
HGNC:39178	CCNT2P1	cyclin T2 pseudogene 1						
HGNC:39179	QTRT1P1	queuine tRNA-ribosyltransferase 1 pseudogene 1						
HGNC:3918	FRA6G	fragile site, aphidicolin type, common, fra(6)(q15)						
HGNC:39180	JTBP1	jumping translocation breakpoint pseudogene 1						
HGNC:39181	RFKP1	riboflavin kinase pseudogene 1						
HGNC:39182	RFKP2	riboflavin kinase pseudogene 2						
HGNC:39183	HMGA1P8	high mobility group AT-hook 1 pseudogene 8					HMGA1P	
HGNC:39184	HMGB1P37	high mobility group box 1 pseudogene 37					HMGBP	
HGNC:39185	HMGB1P38	high mobility group box 1 pseudogene 38					HMGBP	
HGNC:39186	HMGB1P39	high mobility group box 1 pseudogene 39					HMGBP	
HGNC:39187	HMGB1P40	high mobility group box 1 pseudogene 40					HMGBP	
HGNC:39188	HMGB1P41	high mobility group box 1 pseudogene 41					HMGBP	
HGNC:39189	HMGB1P42	high mobility group box 1 pseudogene 42					HMGBP	
HGNC:3919	FRA7A	fragile site, folic acid type, rare, fra(7)(p11.2)						
HGNC:39191	HMGB1P43	high mobility group box 1 pseudogene 43					HMGBP	
HGNC:39192	OOEP-AS1	OOEP antisense RNA 1	OOEP-AS				LNCRNA, ANTISENSE	
HGNC:39193	KDELC1P1	KDEL (Lys-Asp-Glu-Leu) containing 1 pseudogene 1						
HGNC:39198	KHSRPP1	KH-type splicing regulatory protein pseudogene 1						
HGNC:39199	KYNUP1	kynureninase pseudogene 1						
HGNC:392	AKT2	v-akt murine thymoma viral oncogene homolog 2				M77198	PLEKH	P31751
HGNC:3920	FRA7B	fragile site, aphidicolin type, common, fra(7)(p22)						
HGNC:39200	KYNUP2	kynureninase pseudogene 2						
HGNC:39201	KYNUP3	kynureninase pseudogene 3						
HGNC:39202	OGFOD1P1	2-oxoglutarate and iron-dependent oxygenase domain containing 1 pseudogene 1						
HGNC:39203	ORAOV1P1	oral cancer overexpressed 1 pseudogene 1						
HGNC:39204	RCN1P2	reticulocalbin 1, EF-hand calcium binding domain pseudogene 2						
HGNC:39205	RCN1P1	reticulocalbin 1, EF-hand calcium binding domain pseudogene 1						
HGNC:39206	HMGN3P1	high mobility group nucleosomal binding domain 3 pseudogene 1					HMGNP	
HGNC:39207	KARSP1	lysyl-tRNA synthetase pseudogene 1						
HGNC:39208	KARSP2	lysyl-tRNA synthetase pseudogene 2						
HGNC:39209	KARSP3	lysyl-tRNA synthetase pseudogene 3						
HGNC:3921	FRA7C	fragile site, aphidicolin type, common, fra(7)(p14.2)						
HGNC:39210	LINC00297	long intergenic non-protein coding RNA 297	NCRNA00297				LNCRNA, INTERGENIC	
HGNC:39211	TIMM8BP1	translocase of inner mitochondrial membrane 8B pseudogene 1						
HGNC:39212	TIMM8BP2	translocase of inner mitochondrial membrane 8B pseudogene 2						
HGNC:39213	MED4-AS1	MED4 antisense RNA 1	MED4-AS				LNCRNA, ANTISENSE	
HGNC:39214	ANKRD54P1	ankyrin repeat domain 54 pseudogene 1						
HGNC:3922	FRA7D	fragile site, aphidicolin type, common, fra(7)(p13)						
HGNC:3923	FRA7E	fragile site, aphidicolin type, common, fra(7)(q21.2)						
HGNC:3924	FRA7F	fragile site, aphidicolin type, common, fra(7)(q22)						
HGNC:39248	PLA2G12AP1	phospholipase A2, group XIIA pseudogene 1						
HGNC:39249	PLA2G12AP2	phospholipase A2, group XIIA pseudogene 2						
HGNC:3925	FRA7G	fragile site, aphidicolin type, common, fra(7)(q31.2)		D7S486				
HGNC:39250	ZNF962P	zinc finger protein 962, pseudogene						
HGNC:39251	CASC4P1	cancer susceptibility candidate 4 pseudogene 1						
HGNC:39252	MRPS31P2	mitochondrial ribosomal protein S31 pseudogene 2						
HGNC:39253	MRPS31P5	mitochondrial ribosomal protein S31 pseudogene 5	MRPS31P3					
HGNC:39254	TATDN2P1	TatD DNase domain containing 2 pseudogene 1						
HGNC:39255	TATDN2P2	TatD DNase domain containing 2 pseudogene 2						
HGNC:39256	TATDN2P3	TatD DNase domain containing 2 pseudogene 3						
HGNC:39257	MORF4L1P4	mortality factor 4 like 1 pseudogene 4						
HGNC:39258	MORF4L1P6	mortality factor 4 like 1 pseudogene 6						
HGNC:39259	MORF4L1P7	mortality factor 4 like 1 pseudogene 7						
HGNC:3926	FRA7H	fragile site, aphidicolin type, common, fra(7)(q32.3)						
HGNC:39260	SDAD1P3	SDA1 domain containing 1 pseudogene 3						
HGNC:39261	SDAD1P4	SDA1 domain containing 1 pseudogene 4						
HGNC:39262	TULP3P1	tubby like protein 3 pseudogene 1						
HGNC:39263	DGKZP1	diacylglycerol kinase, zeta pseudogene 1						
HGNC:39264	PRDX3P1	peroxiredoxin 3 pseudogene 1						
HGNC:39265	PRDX3P2	peroxiredoxin 3 pseudogene 2						
HGNC:39266	PRDX3P3	peroxiredoxin 3 pseudogene 3						
HGNC:39268	PPIAP23	peptidylprolyl isomerase A (cyclophilin A) pseudogene 23						
HGNC:39269	PPIAP24	peptidylprolyl isomerase A (cyclophilin A) pseudogene 24						
HGNC:3927	FRA7I	fragile site, aphidicolin type, common, fra(7)(q36)						
HGNC:39270	PPIAP25	peptidylprolyl isomerase A (cyclophilin A) pseudogene 25						
HGNC:39271	PPIAP26	peptidylprolyl isomerase A (cyclophilin A) pseudogene 26						
HGNC:39272	CNOT4P1	CCR4-NOT transcription complex, subunit 4 pseudogene 1						
HGNC:39273	SSR1P1	signal sequence receptor, alpha pseudogene 1						
HGNC:39274	SSR1P2	signal sequence receptor, alpha pseudogene 2						
HGNC:39275	HMGB1P44	high mobility group box 1 pseudogene 44					HMGBP	
HGNC:39277	HMGB1P45	high mobility group box 1 pseudogene 45					HMGBP	
HGNC:39278	LIPT1P1	lipoyltransferase 1 pseudogene 1						
HGNC:39279	HMGB1P46	high mobility group box 1 pseudogene 46					HMGBP	
HGNC:3928	FRA7J	fragile site, aphidicolin type, common, fra(7)(q11)						
HGNC:39280	HMGB1P47	high mobility group box 1 pseudogene 47					HMGBP	
HGNC:39281	HMGB1P48	high mobility group box 1 pseudogene 48					HMGBP	
HGNC:39282	HMGB1P49	high mobility group box 1 pseudogene 49					HMGBP	
HGNC:39283	HMGB3P6	high mobility group box 3 pseudogene 6					HMGBP	
HGNC:39284	PHBP5	prohibitin pseudogene 5						
HGNC:39285	PHBP6	prohibitin pseudogene 6						
HGNC:39286	PHBP7	prohibitin pseudogene 7						
HGNC:39287	PHBP8	prohibitin pseudogene 8						
HGNC:39288	PHBP9	prohibitin pseudogene 9						
HGNC:39289	PHBP10	prohibitin pseudogene 10						
HGNC:3929	FRA8A	fragile site, folic acid type, rare, fra(8)(q22.3)						
HGNC:39290	PHBP11	prohibitin pseudogene 11						
HGNC:39291	PHBP12	prohibitin pseudogene 12						
HGNC:39292	PHBP13	prohibitin pseudogene 13						
HGNC:39293	PHBP14	prohibitin pseudogene 14						
HGNC:39294	PHBP15	prohibitin pseudogene 15						
HGNC:39299	HMGB3P7	high mobility group box 3 pseudogene 7					HMGBP	
HGNC:393	AKT3	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)		PKBG, RAC-gamma, PRKBG		AF124141	PLEKH	Q9Y243
HGNC:3930	FRA8B	fragile site, aphidicolin type, common, fra(8)(q22.1)						
HGNC:39300	HMGB3P8	high mobility group box 3 pseudogene 8					HMGBP	
HGNC:39301	HMGB3P9	high mobility group box 3 pseudogene 9					HMGBP	
HGNC:39302	HMGB3P10	high mobility group box 3 pseudogene 10					HMGBP	
HGNC:39303	HMGB3P11	high mobility group box 3 pseudogene 11					HMGBP	
HGNC:39304	HMGB3P12	high mobility group box 3 pseudogene 12					HMGBP	
HGNC:39305	HMGB3P13	high mobility group box 3 pseudogene 13					HMGBP	
HGNC:39306	HMGB3P14	high mobility group box 3 pseudogene 14					HMGBP	
HGNC:39307	HMGB3P15	high mobility group box 3 pseudogene 15					HMGBP	
HGNC:39308	HMGB3P16	high mobility group box 3 pseudogene 16					HMGBP	
HGNC:39309	HMGB3P17	high mobility group box 3 pseudogene 17					HMGBP	
HGNC:3931	FRA8C	fragile site, aphidicolin type, common, fra(8)(q24.1)						
HGNC:39310	HMGB3P18	high mobility group box 3 pseudogene 18					HMGBP	
HGNC:39311	HMGB3P19	high mobility group box 3 pseudogene 19					HMGBP	
HGNC:39312	HMGB3P20	high mobility group box 3 pseudogene 20					HMGBP	
HGNC:39313	HMGB3P21	high mobility group box 3 pseudogene 21					HMGBP	
HGNC:39314	HMGB3P22	high mobility group box 3 pseudogene 22					HMGBP	
HGNC:39315	HMGB3P23	high mobility group box 3 pseudogene 23					HMGBP	
HGNC:39316	HMGB3P24	high mobility group box 3 pseudogene 24						
HGNC:39317	HMGB3P25	high mobility group box 3 pseudogene 25						
HGNC:39318	HMGB3P26	high mobility group box 3 pseudogene 26					HMGBP	
HGNC:39319	HMGB3P27	high mobility group box 3 pseudogene 27					HMGBP	
HGNC:3932	FRA8D	fragile site, aphidicolin type, common, fra(8)(q24.3)						
HGNC:39320	HMGB3P28	high mobility group box 3 pseudogene 28					HMGBP	
HGNC:39321	HMGB3P29	high mobility group box 3 pseudogene 29					HMGBP	
HGNC:39322	SNRPGP3	small nuclear ribonucleoprotein polypeptide G pseudogene 3						
HGNC:39323	SNRPGP4	small nuclear ribonucleoprotein polypeptide G pseudogene 4						
HGNC:39324	SNRPGP5	small nuclear ribonucleoprotein polypeptide G pseudogene 5						
HGNC:39325	SNRPGP6	small nuclear ribonucleoprotein polypeptide G pseudogene 6						
HGNC:39326	SNRPGP7	small nuclear ribonucleoprotein polypeptide G pseudogene 7						
HGNC:39327	SNRPGP8	small nuclear ribonucleoprotein polypeptide G pseudogene 8						
HGNC:39328	SNRPGP9	small nuclear ribonucleoprotein polypeptide G pseudogene 9						
HGNC:39329	SNRPGP10	small nuclear ribonucleoprotein polypeptide G pseudogene 10						
HGNC:3933	FRA8E	fragile site, distamycin A type, rare, fra(8)(q24.1)						
HGNC:39330	SNRPGP11	small nuclear ribonucleoprotein polypeptide G pseudogene 11						
HGNC:39331	SNRPGP12	small nuclear ribonucleoprotein polypeptide G pseudogene 12						
HGNC:39332	SNRPGP13	small nuclear ribonucleoprotein polypeptide G pseudogene 13						
HGNC:39333	HMGB3P30	high mobility group box 3 pseudogene 30						
HGNC:39334	HMGB3P31	high mobility group box 3 pseudogene 31					HMGBP	
HGNC:39335	HMGB3P32	high mobility group box 3 pseudogene 32					HMGBP	
HGNC:39336	HMGN1P4	high mobility group nucleosome binding domain 1 pseudogene 4					HMGNP	
HGNC:39337	DNAJA1P1	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 1						
HGNC:39338	DNAJA1P2	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 2						
HGNC:39339	DNAJA1P3	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 3						
HGNC:39340	DNAJA1P4	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 4						
HGNC:39341	DNAJA1P5	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 5						
HGNC:39342	DNAJA1P6	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 6						
HGNC:39343	ELL2P1	elongation factor, RNA polymerase II, 2 pseudogene 1						
HGNC:39344	ELL2P2	elongation factor, RNA polymerase II, 2 pseudogene 2						
HGNC:39345	ELL2P3	elongation factor, RNA polymerase II, 2 pseudogene 3						
HGNC:39346	ELL2P4	elongation factor, RNA polymerase II, 2 pseudogene 4						
HGNC:39348	HMGN1P5	high mobility group nucleosome binding domain 1 pseudogene 5					HMGNP	
HGNC:39349	HMGN1P6	high mobility group nucleosome binding domain 1 pseudogene 6					HMGNP	
HGNC:3935	FRA9A	fragile site, folic acid type, rare, fra(9)(p21)						
HGNC:39350	HMGN1P7	high mobility group nucleosome binding domain 1 pseudogene 7					HMGNP	
HGNC:39351	HMGN1P8	high mobility group nucleosome binding domain 1 pseudogene 8					HMGNP	
HGNC:39352	HMGN1P9	high mobility group nucleosome binding domain 1 pseudogene					HMGNP	
HGNC:39353	HMGN1P10	high mobility group nucleosome binding domain 1 pseudogene 10					HMGNP	
HGNC:39354	IPMKP1	inositol polyphosphate multikinase pseudogene 1						
HGNC:39355	HMGN1P11	high mobility group nucleosome binding domain 1 pseudogene 11					HMGNP	
HGNC:39356	HMGN1P12	high mobility group nucleosome binding domain 1 pseudogene 12					HMGNP	
HGNC:39357	HMGN1P13	high mobility group nucleosome binding domain 1 pseudogene 13					HMGNP	
HGNC:39358	HMGN1P14	high mobility group nucleosome binding domain 1 pseudogene 14					HMGNP	
HGNC:39359	HMGN1P15	high mobility group nucleosome binding domain 1 pseudogene 15					HMGNP	
HGNC:3936	FRA9B	fragile site, folic acid type, rare, fra(9)(q32)						
HGNC:39360	HMGN1P16	high mobility group nucleosome binding domain 1 pseudogene 16					HMGNP	
HGNC:39361	HMGN1P17	high mobility group nucleosome binding domain 1 pseudogene 17					HMGNP	
HGNC:39362	HMGN1P18	high mobility group nucleosome binding domain 1 pseudogene 18					HMGNP	
HGNC:39363	HMGN1P19	high mobility group nucleosome binding domain 1 pseudogene 19					HMGNP	
HGNC:39364	HMGN1P20	high mobility group nucleosome binding domain 1 pseudogene 20					HMGNP	
HGNC:39365	HMGN1P21	high mobility group nucleosome binding domain 1 pseudogene 21					HMGNP	
HGNC:39366	HMGN1P22	high mobility group nucleosome binding domain 1 pseudogene 22					HMGNP	
HGNC:39367	HMGN1P23	high mobility group nucleosome binding domain 1 pseudogene 23					HMGNP	
HGNC:39368	HMGN1P24	high mobility group nucleosome binding domain 1 pseudogene 24					HMGNP	
HGNC:39369	HMGN1P25	high mobility group nucleosome binding domain 1 pseudogene 25					HMGNP	
HGNC:3937	FRA9C	fragile site, BrdU type, common, fra(9)(p21)						
HGNC:39370	HMGN1P26	high mobility group nucleosome binding domain 1 pseudogene 26					HMGNP	
HGNC:39371	HMGN1P27	high mobility group nucleosome binding domain 1 pseudogene 27					HMGNP	
HGNC:39372	HMGN1P28	high mobility group nucleosome binding domain 1 pseudogene 28					HMGNP	
HGNC:39373	HMGN1P29	high mobility group nucleosome binding domain 1 pseudogene 29					HMGNP	
HGNC:39374	HMGN1P30	high mobility group nucleosome binding domain 1 pseudogene 30					HMGNP	
HGNC:39375	HMGN1P31	high mobility group nucleosome binding domain 1 pseudogene 31					HMGNP	
